ID Planinfra,Ano de entrada,Registro do ID,Data da ação,Status,AUTORIZAÇÃO,Cidade,Estado,PRIORIDADE EMAER,COMAR,ODS,OM,DESCRIÇÃO,Solicitante,Documento de Solicitação,DOCUMENTO do Caderno de Necessidades,Data do Carderno de Necessidades,VALOR ESTIMATIVA (R$),RESPONSAVEL PROJETO,INÍCIO DO PROJETO/TAP,PRAZO DE PROJETO,PROJETO,VALOR PROJETO  (R$),DOCUMENTO ENTREGA do Projeto,Data de entrega do Projeto,DOCUMENTO CANCELAMENTO,DOCUMENTO SUSPENSÃO,RESPONSÁVEL LICITAÇÃO,Origem do Crédito,DATA DA LICITAÇÃO,Valor Obra (R$),Apostilamentos/Reajustes,1o Valor Aditivo (R$),2o Valor Aditivo (R$),3o Valor Aditivo (R$),4o Valor Aditivo (R$),5o Valor Aditivo (R$),Valor Vigente (R$),RESPONSÁVEL FISCALIZAÇÃO,INÍCIO DA OBRA,PRAZO ORIGINAL DA OBRA,1o ADITIVO DE PRAZO (DIAS),2o ADITIVO DE PRAZO (DIAS),3o ADITIVO DE PRAZO (DIAS),4o ADITIVO DE PRAZO (DIAS),5o ADITIVO DE PRAZO (DIAS),Valor Total Medido,PRAZO DA OBRA,EXECUÇÃO,OBS,PUBLICAR,Data que saiu do PlanINFRA,Setor Responsável,Telefone,RESPONSÁVEL ETPE,DOCUMENTO do ETPE,Data do ETPE,GERENTE DO PROJETO,TELEFONE DO GERENTE,DOCUMENTO de envio do TAP para o cliente,DATA de envio do TAP para o cliente,DOCUMENTO de recebimento do TAP assinado pelo cliente,VALOR ESTIMATIVA TAP (R$),LINK DO GPAER,DOCUMENTO de envio do TMP para o cliente,DATA de envio do TMP para o cliente,DOCUMENTO de recebimento do TMP assinado pelo cliente,DATA de recebimento do TMP assinado pelo cliente,ACRÉSCIMO VALOR TMP,ACRÉSCIMO PRAZO TMP,ESTIMATIVA PROJETO VIGENTE,PRAZO PROJETO VIGENTE,DOCUMENTO de assinatura do TEP pelo cliente,DATA de assinatura do TEP pelo cliente,REGISTRO SISOP,USUÁRIO ÚLTIMO AÇÃO,DOCUMENTO AUTORIZAÇÃO PARA LICITAR,DATA AUTORIZAÇÃO PARA LICITAR,DATA ENVIO DA DNR À UG EXEC,DATA ENVIO À CJU,DATA RETORNO DA CJU,DATA PUBLICAÇÃO EDITAL,DATA ENTREGA PROPOSTAS,VALOR ADJUDICADO,CÓDIGO PTA,INÍCIO PTA,TÉRMINO PTA,TIPO LICITACAO,NUMERO LICITACAO
2023-1996,2023,1996,03/06/2024 10:44:24,OBC,PlanINFRA,NATAL,RN,,II COMAR,COMPREP,BANT,Revisão do projeto de recuperação dos pavimentos aeroportuários (Fase 8) - SEFA-2022-2-RN-RC,EMAER,Of 168/4SC2/15704,Ofício nº 5/GOP/2542,2/16/2023,"R$ 6.275.110,29",COMARA,2/16/2023,11/3/2023,100,,Em minuta,12/31/2023,,,,FAB 219D,,,,,,,,,"R$ 6.275.110,29",COMARA,,,,,,,,,,100,"Execução obra prevista para Set a Nov 23. Obra concluída, execução direta pela COMARA.",SIM,,,,,,,,,Ofício nº 5/GOP/2542,03/11/2023,Ofício nº 5/GOP/2542,"R$ 6.275.110,29",,,,,,,,"R$ 6.275.110,29",03/11/2023,Não se aplica,01/01/1900,,,,,,,,,,,,,,,
2023-1997,2023,1997,13/02/2025 15:08:01,PII,PlanINFRA,ANÁPOLIS,GO,,VI COMAR,COMPREP,BAAN,Reestruturação da rede de média tensão (MT) da BAAN,EMAER,Of 168/4SC2/15704, 	4/GSB.EIE.SENG/1784,2/15/2023,"R$ 6.500.000,00",SERINFRA-BR,5/11/2023,9/30/2023,60,,,,"277069, 279571 e 279636",,,FAB 219D,,,,,,,,,"R$ 6.500.000,00",,,,,,,,,,,,"1) Projeto interrompido conforme tratativas apresentadas nos SIGADs 277069, 279571 e 279636. Estes documentos informam sobre o projeto P&D que tem tem como função alimentar cargas consideradas críticas por meio da implementação de uma microrrede, cuja concepção possibilitará autonomia energética utilizando automação de rede, circuito em média tensão exclusivo e diferentes fontes geradoras de energia.
2)  O projeto da rede inteligente pela  Equatorial  Energia,  elaborado  no  âmbito  dos  investimentos  em  eficiência  energética regulados pela Lei nº 9.991/00,  está previsto de ser entregue em julho de 2025.
3) Em  consequência,  considerando  as  interdependências  (salvo  melhor  juízo),esclareço  ao  Sr.  que  a  confecção  do  referido  projeto  do  PTA,  por  esta  OM,  iniciar-se-á  no segundo semestre de 2025, assim que for aprovado o projeto a ser entregue pela concessionária.",SIM,,,,Elo 1,508/DTEN-BR/10905,09/11/2022,,,173/DTINFRA-BR/4539 (Subprocesso 789),,173/DTINFRA-BR/4539 (Subprocesso 789),,http://www.gpaer.intraer/index.php?login_externo=1&id=d012c54f-c6b9-bdb4-2988-6a6c50fbe30b,,,,,,,,30/09/2023,,,,pedrofrancapfs,,,,,,,,,,,,,
2023-1998,2023,1998,24/03/2025 15:09:56,OBC,Encerrado,PARNAMIRIM,RN,,II COMAR,COMPREP,BANT,"Adaptação do esquadrão hóspede ao GOP, visando atender temporiariamente ao 2° ETA e 1°/8° - SEFA-2024-3-RN-RE",EMAER,Of 168/4SC2/15704,CN.04.22,11/29/2022,"R$ 870.000,00",SERINFRA-NT,,5/1/2023,100,"R$ 1.014.287,23",Ofício n 21/DTEN NT/4250 (67120.003822/2023-51),5/5/2023,,,BANT,FAB 219D,1/1/1901,"R$ 899.403,75",,,,,,,"R$ 899.403,75",SERINFRA-NT,2/19/2024,7/18/2024,,,,,,,7/18/2024,100,"Projeto de engenharia enviado a BANT por meio do Ofício n°21/DTEN NT/4250, de 05 de maio de 2023 (Protocolo COMAER: 67120.003822/2023-51).
Termo de Encerramento de Projetos recebido através do documento 40/EIE_SENG/12622",SIM,,SSEP - SERINFRA-NT,(84) 3644-7101,Elo 2,,,CP Monique,(84) 3644-7101,,,,"R$ 0,00",https://www.gpaer.intraer/#app/1_1/2,,,,,,,"R$ 0,00",01/05/2023,40/EIE_SENG/12622,11/07/2023,SEFA-2024-3-RN-RE,ece.dirinfra,,,,,,,,,,,,,
2023-1999,2023,1999,03/04/2025 13:43:58,OBI,PlanINFRA,PARNAMIRIM,RN,,II COMAR,COMPREP,BANT,2° ETA - 1°/8° (Recuperação da estrutura e cobertura e adequação das instalações) - SEFA-2024-1-RN-RC,EMAER,Of 168/4SC2/15704,CN.01.22,11/24/2022,"R$ 3.015.000,00",SERINFRA-NT,5/8/2023,9/1/2023,100,"R$ 2.925.338,24",36/DTEN NT/6633,6/29/2023,,,BANT,FAB 219D,,"R$ 3.237.241,52",,,,,,,"R$ 3.237.241,52",SERINFRA-NT,1/22/2024,6/29/2025,,,,,,,6/29/2025,49,">05/06/2023 - Projeto na fase de especificação técnica;
===========================
>14/06/2023 - Projeto na fase de conclusão das especificações técnicas para iniciar a fase do caderno orçamentário.
===========================
>29/06/2023 -  Projeto Encaminhado para a BANT através do Ofício n°36/ DTEN NT/6633 (67120.005878/2023-41);
===========================
> 13/09/2023 - TEP encaminhado, conforme Ofício n° 46/EIE_SENG/13815.
===========================
>22/01/2024 - Obra iniciada
===========================
>17/02/2025 - Início da 2º fase da obra.
===========================
>03/04/2025 - A contratada apresentou pedido de aditivo de valor e prazo, o qual está sendo analisado pela fiscalização técnica.
",SIM,,SSEP - DTINFRA-NT,(84) 3644-7101,Elo 2,Ofício nº 239/DTINFRA-NT/2051,16/02/2023,2T NETO,,Ofício nº 497/DTINFRA-NT/3988,28/04/2023,Ofício nº 24/EIE_SENG/7935,,https://www.gpaer.intraer/#app,,,,,,,,01/09/2023,46/EIE_SENG/13815,13/09/2023,SEFA-2024-1-RN-RC,souzassl,,,,,,,,,,,,,
2023-2000,2023,2000,24/03/2025 15:20:35,OBC,Encerrado,PARNAMIRIM,RN,,II COMAR,COMPREP,BANT,Recuperação da estrutura do terminal de cargas (TECA) -SEFA-2023-3-RN-RC,EMAER,Of 168/4SC2/15704,CN.02.22,11/29/2022,"R$ 2.210.000,00",SERINFRA-NT,7/14/2023,7/24/2023,100,"R$ 1.980.304,31",Ofício 41/DTEN NT/7190,7/14/2023,,,BANT,FAB 219D,1/1/1901,"R$ 1.925.370,27",,,,,,,"R$ 1.925.370,27",SERINFRA-NT,12/11/2023,8/10/2024,,,,,,,8/10/2024,100,"1 - TEP assinado pelo Comandante da BANT, encaminhado ao DTINFRA-NT por meio do SILOMS, Subprocesso n° 96154;

2 - TEP assinado pelo Comandante da BANT.

04/12/2023 - OES assinada, início da Obra em 11/12/2023.",SIM,,SSEP,(84) 3644-7101,Elo 2,Ofício nº 238/DTINFRA-NT/2050,13/03/2023,,,Ofício nº 498/DTINFRA-NT/3990,28/04/2023,Ofício nº 41/DTEN NT/7190,"R$ 2.210.000,00",https://www.gpaer.intraer/#app,,,,,,,"R$ 2.210.000,00",24/07/2023,Ofício nº 49/EIE_SENG/14219,03/08/2023,SEFA-2023-3-RN-RC,ece.dirinfra,,,,,,,,,,,,,
2023-2001,2023,2001,24/03/2025 15:15:57,OBC,Encerrado,PARNAMIRIM,RN,,II COMAR,COMPREP,BANT,"Recuperação das Linhas de Hangaretes A, B e D, incluindo alimentação elétrica, iluminação, SPDA e cobertura - SEFA-2024-2-RN-RC",EMAER,Of 168/4SC2/15704,CN.03.22,11/29/2022,"R$ 1.636.915,24",SERINFRA-NT,5/5/2023,5/31/2023,0,"R$ 3.529.283,53",25/DTEN NT/5706,5/18/2023,,,BANT,FAB 219D,,"R$ 2.630.682,05",,,,,,,"R$ 2.630.682,05",SERINFRA-NT,1/15/2024,8/12/2024,,,,,,,8/12/2024,100,"Aguardando assinatura pela BANT do Termo de encerramento de projeto (TEP)
28/06/2023 - Termo de Encerramento de Projetos recebido através do documento 40/EIE_SENG/12622",SIM,,SSEP - DTINFRA-NT,(84) 3644-7101,Elo 2,Ofício nº 19/EIE_SENG/6352,12/04/2023,2T JOAO PAULO,(84) 3644-7101,,,Ofício nº 21/DTEN NT/4250,,,,,,,,,,31/05/2023,40/EIE_SENG/12622,11/06/2023,SEFA-2024-2-RN-RC,ece.dirinfra,,,,,,,,,,,,,
2023-2002,2023,2002,10/10/2024 13:53:00,LIA,PlanINFRA,RIO DE JANEIRO,RJ,,III COMAR,COMGEP,CBNB,Rampa de acesso ao Colégio Brigadeiro Newton Braga (CBNB),EMAER,Of 168/4SC2/15704,76/DOR/20602,7/22/2020,"R$ 460.000,00",SERINFRA-RJ,2/27/2023,6/16/2023,100,"R$ 889.525,51",207/SEN-RJ/817,8/16/2024,,,,FAB 219D,,,,,,,,,"R$ 889.525,51",,,,,,,,,,,,"O projeto foi concluído e o TEP foi assinado, conforme ofício nº 41/SCDA/927, Sigad 273242.
JUN/24 - Licitacao deserta. Necessario adequação processual para lei 14.133.

Fez-se necessário a revisão do orçamento e TJRT do projeto, gerando também consequentemente, uma revisão do TEP. Novo TEP enviado, aguardamos retorno do mesmo assinado.

Retorno de TEP recebido, informação atualizada.",SIM,,,,Elo 4,,,,,,,,,,,,,,,,,16/06/2023,48/SCDA/1643,04/10/2024,,nascimentovbnc,,,,,,,,,,,,,
2023-2003,2023,2003,10/10/2024 13:55:10,LIA,PlanINFRA,RIO DE JANEIRO,RJ,,III COMAR,COMGEP,CBNB,Construção de Refeitório do Colégio Brigadeiro Newton Braga (CBNB),EMAER,Of 168/4SC2/15704,Oficio n° 42/SAFU/2102,7/8/2019,"R$ 1.425.700,00",SERINFRA-RJ,9/26/2022,3/25/2023,100,"R$ 4.465.701,20",183/SEN-RJ/730,7/30/2024,,,,FAB 219D,,,,,,,,,"R$ 4.465.701,20",,,,,,,,,,,,"Devido as alterações das características do Refeitório em relação às propostas no Caderno de Necessidade, principalmente em relação a arquitetura e capacidade, o projeto passará por um TMP. 
O TMP do projeto menciona sobre a alteração no valor do orçamento estimado, tendo em vista a redução da área construída, e informa a cerca das necessidades de adequação completa da subestação, de forma a garantir a confiabilidade e a disponibilidade do sistema elétrico para o atendimento da demanda, considerando o cenário apresentado no TAP. E por exigência do CBNB foi incluído o sistema de refrigeração, através de aparelhos de ar condicionado, no salão do Refeitório.
Por consequência na redução da área do salão do Refeitório, foi considerada estrutura metálica para o local, com o objetivo de ampliar a capacidade do local e otimizar o fluxo de pessoas, tornou-se necessário o uso de telhas termoacústicas para garantir o conforto térmico.
A estrutura metálica, as telhas termoacústica e os aparelhos de ar condicionado são observados na faixa A da curva ABC.
Tbm é destaque na curva ABC, a Administração Local, considerando a complexidade do projeto de estrutura e instalações elétricas, foi necessário ter profissionais de diferentes áreas para controle e acompanhamento do serviço.
No dia 26 de julho de 2023, o CBNB informou ao DTINFRA-RJ sobre a aprovação do novo modelo de arquitetura proposta para o refeitório, sendo assim, no TMP será informado que o prazo do projeto será de 4 meses após ser submetido para análise e posterior aprovação da Agência Nacional de Vigilância Sanitária (ANVISA). 
18/03/2024 - Corrigido o valor do projeto, conforme o TEP.

Fez-se necessário atualização da planilha orçamentária e TJTR para fins licitatórios, o que resultou em um novo TEP. Novas informações atualizadas no campo ""Termo de Encerramento de Projeto"".
",SIM,,,,Elo 4,,,1T Francielle Ferrão,(21) 2126-9561,Subprocesso SILOMS n° 802,23/09/2022,Subprocesso SILOMS n° 802,"R$ 1.931.263,27",http://www.gpaer.intraer/index.php?login_externo=1&id=bc4740dd-e3f5-dbe4-75b0-9e03667c7d00,Ofício n° 107/DTEN RJ/9019,31/08/2023,Ofício n° 70/SCDA/1346,01/09/2023,-120479.57,265,"R$ 1.810.783,70",15/12/2023,47/SCDA/1642,04/10/2024,,nascimentovbnc,,,,,,,,,,,,,
2023-2004,2023,2004,03/06/2024 10:41:13,OBC,PlanINFRA,NATAL,RN,,II COMAR,COMPREP,BANT,Revisão do projeto de recuperação dos pavimentos aeroportuários (Fase 6),EMAER,Of 168/4SC2/15704,Ofício nº 5/GOP/2542,2/16/2023,"R$ 2.611.753,53",COMARA,2/16/2023,11/17/2023,100,,,,,,,FAB 219D,,,,,,,,,"R$ 2.611.753,53",COMARA,,,,,,,,,,100,"Execução da obra prevista para  FEV a MAR 24. Obra concluída, execução direta pela COMARA.",SIM,,,,,,,,,Ofício nº 5/GOP/2542,16/02/2023,Ofício nº 5/GOP/2542,"R$ 2.611.753,53",,,,,,,,"R$ 2.611.753,53",17/11/2023,Não se aplica,01/01/1900,,,,,,,,,,,,,,,
2023-2005,2023,2005,29/11/2023 14:32:31,PCN,Encerrado,NATAL,RN,,II COMAR,COMPREP,BANT,Elaboração do projeto de recuperação dos pavimentos aeroportuários (Fase 9),EMAER,Of 168/4SC2/15704,Ofício nº 5/GOP/2542,2/16/2023,"R$ 6.915.753,74",COMARA,2/16/2023,3/14/2024,13,,,,41/DCC/3277,,,FAB 219D,,,,,,,,,"R$ 6.915.753,74",,,,,,,,,,,,"18/6/24 - Projeto cancelado conforme ofício 41/DCC/3277, que encerra as atividades no aeródromo de SBNT em função da CRUZEX 2024 e determina o recolhimento de crédito, excluindo o escopo da Fase 9.",SIM,,,,,,,,,Ofício nº 5/GOP/2542,16/02/2023,Ofício nº 5/GOP/2542,"R$ 6.915.753,74",,,,,,,,"R$ 6.915.753,74",14/03/2024,,,,,,,,,,,,,,,,,
2023-2006,2023,2006,29/04/2024 09:44:49,PRC,PlanINFRA,MAXARANGUAPE,RN,,II COMAR,COMPREP,BANT,Operação Camaleão SNXX (pista)(Maxaranguape/RN),EMAER,Of 168/4SC2/15704,37/GOP/12489,7/10/2023,"R$ 214.548,73",SERINFRA-NT,9/26/2023,,100,"R$ 275.252,32",Ofício nº 64/DTEN NT/11928,11/26/2023,,,BANT,FAB 219D,,,,,,,,,"R$ 275.252,32",,,,,,,,,,,,"Projeto de sinalização horizontal em andamento, dentro do cronograma planejado.",SIM,,SSEP - DTINFRANT,(84) 3644-7101,Elo 2,,,2T Yonaira,(84) 3644-7101,1165/DTINFRA-NT/9505,15/09/2023,Ofício nº 65/EIE_SENG/18018,,https://www.gpaer.intraer/#app,,,,,,,,,Ofício nº 78/EIE_SENG/22683,28/11/2023,,souzassl,,,,,,,,,,,,,
2023-2007,2023,2007,03/06/2024 11:00:32,OBC,PlanINFRA,PARNAMIRIM,RN,,II COMAR,COMPREP,BANT,Elaborar o projeto de sinalização luminosa da pista do aeródromo de Natal/RN em apoio à Operação Coruja SBNT,EMAER,Of 168/4SC2/15704,,,"R$ 3.152.009,20",SERINFRA-NT,,12/31/2023,100,"R$ 14.427.330,36",,,,,,FAB 219D,,,,,,,,,"R$ 14.427.330,36",DECO-NT,7/4/2023,,,,,,,,,100,"12/05/2023 - Projeto de sinalização concluído e enviado pela DIRINFRA ao COMGAP através do Ofício n° 10/EEC/4690 (67120.004198/2022-49), de 22/05/2022.

14/06/2023 - Oficial do DTCAMP encontra-se no período de 12 a 16/06/2023 realizando inspeção técnica no sistema de sinalização luminosa do SBNT com a finalidade de proceder planejamento de execução da Operação Coruja.

28/06/2023 - Aguardando resposta do DTCAMP sobre o resultado da inspeção técnica. Último acompanhamento realizado na data de hoje.

26/07/2023 - Projeto encaminhado pelo DTCAMP para DECO-NT. Considerando a necessidade de atualização do orçamento, especificamente para os serviços de infraestrutura, a DECO-NT encaminhou através do Ofício 86/SDO (67202.000673/2023-69), o projeto para a COMARA com o objetivo de atualização do orçamento das atividades relacionadas à infraestrutura, ações essenciais para viabilizar a Operação Camaleão. Em relação a fase de infraestrutura, atualmente está em andamento a execução das travessias executadas por método não destrutivo, contrato n°009/BANT-COMARA/2023. O percentual executado desta fase está em aproximadamente 50%. Isso corresponde a execução de 5% do Contrato.

03/06/2024 - Execução direta executada pela COMARA (infraestrutura) e GECAMP (Operação Coruja). A infraestrutura já foi concluída. O GECAMP está aguardando a chegada dos transformadores para finalização dos serviços. Esses equipamentos atualmente estão na BAGL. A logística entre a BAGL e a BANT foi afetada pela priorização da Operação Taquari.
19/06/2024 - Conforme informações apresentadas na REINFRA, o status foi atualizado para OBC. E o ID 2020-1289 foi retivado para acompanhamento exclusivamente da Operação Coruja pelo GECAMP.",SIM,,SSEP DTINFRA-NT,(84) 3644-7101,Elo 2,,,,,,,,,,,,,,,,,31/12/2023,Não se aplica,01/01/1900,,,,,,,,,,,,,,,
2023-2008,2023,2008,10/11/2023 09:04:54,OBC,Encerrado,ANÁPOLIS,GO,,VI COMAR,COMPREP,BAAN,Operação Camaleão SBAN (pista 06L/24R),EMAER,Of 168/4SC2/15704, 	4/GSB.EIE.SENG/1784,2/15/2023,"R$ 140.847,00",DIRINFRA,,,0,,,,,,,FAB 219D,,,,,,,,,"R$ 140.847,00",DTECAMP,6/26/2023,7/22/2023,,,,,,,7/22/2023,100,"O ETPE nº 002/DTECAMP/2023 de 31 de maio de 2023 foi elaborado propondo a solução para a sinalização horizontal da pista principal (06L/24R). Por tratar de revitalização e pequenas adaptações na sinalização existente, não houve necessidade de elaboração de projeto.

Para a adequação da sinalização do pátio em função da previsão de construção de 14 (quatorze) novos hangaretes, o DTECAMP propôs no item 5 do ETPE a elaboração de um projeto em 2024, visando a uma possível execução em 2025. ",SIM,,DTECAMP,(11) 2465-2611,Elo 5,8/EEPL/5415,31/05/2023,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
2023-2009,2023,2009,26/10/2023 13:14:57,PRC,PlanINFRA,RIO DE JANEIRO,RJ,,III COMAR,COMPREP,BAGL,Operação Camaleão SBGL (Pátio Militares),EMAER,Of 168/4SC2/15704,Premissas a serem estabelecidas pelo DTECAMP,,"R$ 166.360,57",CEPE,2/11/1992,9/1/2023,100,,Ofício nº 249/DT/1026,10/25/2023,,,,FAB 219D,,,,,,,,,"R$ 166.360,57",,,,,,,,,,,,"Essa demanda não está sob gestão do DTINFRA-RJ. Porém sabe-se que o projeto foi elaborado pelo CEPE, o mesmo encaminhou os entregáveis ao Cap Mairon no dia 20/07 para análise com promessa de devolução em 28/07. 
09/08/23 - Alterado responsável pelo projeto de DTINFRA-RJ para CEPE.
Projeto entregue em 25/10 por meio do Ofício nº 249/DT/1026. 
12/09/2024 - Conforme of. nº 45/SENG/13824, a operação tem previsão de início em 01/10/2024.",SIM,,,,,,,Cap Edmir,(11) 3382-6118,Não houve,11/02/1992,Não houve,,,,,,,,,,01/09/2023,Ofício nº 249/DT/1026,25/10/2023,,,,,,,,,,,,,,,
2023-2010,2023,2010,29/09/2023 08:20:00,PRC,PlanINFRA,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Operação Camaleão Aeródromo de Cacequi-Saicã - SSCQ (Pista e Pátio),EMAER,Of 168/4SC2/15704,"Ofício  13/EIE/3274, de 31/03/23, da BASM",3/27/2023,"R$ 351.256,96",SERINFRA-CO,6/28/2023,10/3/2023,100,"R$ 339.423,34",Ofício nº 1168/SSEP-CO/9519,9/15/2023,,,,FAB 219D,,,,,,,,,"R$ 339.423,34",,,,,,,,,,,,Elaboração de Projeto - PTA 2023 - 23DCO011,SIM,,DTEN-CO,(51) 3462-1229,Elo 6,,,Cap Corrêa,(51) 3462-1222,,,Subprocesso SILOMS n° 803,,,,,,,,,,03/10/2023,"Ofício 51/EIE/9183, de 28 SET 2023",28/09/2023,,,,,,,,,,,,,,,
2023-2011,2023,2011,06/04/2025 17:36:36,PRI,PlanINFRA,NOVO PROGRESSO,PA,,I COMAR,COMPREP,CPBV,Operação Coruja Aeródromo do CPBV - SBCC,EMAER,Of 168/4SC2/15704,22/DIR/351,2/26/2023,"R$ 2.764.714,40",GECAMP,3/5/2024,6/30/2024,90,,,,,,,FAB 219D,,,,,,,,,"R$ 970.248,66",,,,,,,,,,,,"Em revisão final para compatibilização dos quantitativos de materiais e serviços entre documentos de projeto (08/01/2025).
Peças técnicas em processo de assinatura (12/02/2025).
04/04/2025 - Projeto em revisão, para adequação da infraestrutura do Sistema de Sinalização Luminosa (SSL) e inclusão do projeto elétrico.

",SIM,,,,Elo 5, Of nº 10/EEPL/5417,31/05/2023,1T ELT FIRMO,(11) 2465-2661,6/GECAMP/711,29/01/2024,11/DIR/371,"R$ 970.248,66",http://www.gpaer.intraer/index.php?login_externo=1&id=58080c5d-468e-c4b4-d991-58a019c1917a,,,,,,,"R$ 970.248,66",30/06/2024,,,,pachecocmsp,,,,,,,,,,,,,
2023-2012,2023,2012,03/06/2024 13:14:30,PRC,PlanINFRA,CAMPO GRANDE,MS,,IV COMAR,COMPREP,BACG,Recuperação dos pavimentos do pátio e taxiways da BACG,EMAER,Of 168/4SC2/15704,Of. n° 2045/GSB-EIE-SENG/12694,10/13/2022,"R$ 4.454.921,54",CEPE,6/28/2023,9/5/2023,100,"R$ 2.507.181,99",Ofício nº 214/DT/866,9/11/2023,,,,PERMUTA,,,,,,,,,"R$ 2.507.181,99",,,,,,,,,,,,"Esta demandas substitui o ID 2022-1978.
(Histórico da demanda 2022-1978 - O ofício n° 8/EPGA, do sr SDE ao Chefe do DTINFRA-SP, solicitou a revisão do projeto de pavimentação, drenagem, sinalização horizontal e luminosa da taxiway do aeródromo da BACG, com a inclusão de eventuais recuperação dos pavimentos e resselagens. Essa demanda entraria como contrapartida dentro do Projeto Piloto de Desestatização de Ativos Imobiliários do COMAER. Para este escopo foi recebido um Caderno de Necessidades, por meio do Ofício n° 1692/GSB-EIE-SENG/10819, de 02/09/22. Através do ofício n° 1178/DIRINFRA/9516, ficou estabelecida a mudança de escopo, que envolve a retirada da construção da nova taxiway (contemplada no edital do leilão n° 01/2022 da ANAC - ver SIGAD 251488) e mantém apenas a recuperação dos pavimentos do pátio militar de estacionamento de aeronaves e taxiway de acesso existente. Assim, foi solicitado um novo CN à BACG, que englobasse o escopo reduzido. O novo CN foi encaminhado a este DTINFRA por meio do ofício n° 2045/GSB-EIE-SENG/12694, de 14/10/22. Devido ao novo escopo, o nome da demanda foi atualizado para ""Recuperação dos Pavimentos do Pátio e da Pista de Taxi do Aeródromo Militar da BACG"", em substituição ao anterior ""Construção de uma nova taxiway para a BACG e manutenção dos pavimentos existentes"".). TAP enviado por meio do Ofício nº 7/SDP/482 em 07/06. TAP recebido assinado pelo Cliente em 28/06. Data de término alterada em função para 05/09 em função da data do recebimento do TAP assinado pelo Cliente (anterior: 22/08).
17/04/24 - (TEP) Projeto aprovado pela EY (Consrócio contratado pelo BNDES) via Of ASC/DEIMOB Nº 07/2024 de 05/04/2024. ",SIM,,Cap Edmir,(11) 3382-6118,Elo 5,,,Cap Edmir,(11) 3382-6118,Of. n° 7/SDP/482,07/06/2023,Of. n° 1269/GSB-EIE-SENG/8193,"R$ 4.454.921,54",http://www.gpaer.intraer/index.php?login_externo=1&id=5b52099f-004d-1704-c9ed-4415d5fd90c4,,,,,,,"R$ 4.454.921,54",05/09/2023,Of ASC/DEIMOB Nº 07/2024,05/04/2024,,,,,,,,,,,,,,,
2023-2013,2023,2013,21/08/2023 13:48:20,PRC,PlanINFRA,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Recuperação dos pavimentos aeroportuários da BASM,EMAER,Of 168/4SC2/15704,Ofício 13/EIE/3274,3/31/2023,"R$ 22.711.483,03",SERINFRA-CO,12/8/2022,7/19/2023,100,,Of Nº 379/DTINFRA CO,6/10/2023,,,,PERMUTA,,,,,,,,,"R$ 22.711.483,03",,,,,,,,,,,,"""Trata-se da unificação dos projetos Recuperação do pavimento da pista Norte/Sul (2022-1900) e Recuperação dos pavimentos e resselagem de juntas do Aeródromo de Santa Maria (SBSM) (2022-1898).
O TMP foi enviado para a BASM por meio do Of Nº  588/DTINFRA CO/4600, de 12/05/2023. Nesta é solicitado que a Base ratifique a não necessidade de compensação da supressão vegetal da faixa de pista junto à prefeitura municipal.
Projeto enviado para revisão da DIRINFRA por meio do Of Nº  379/DTINFRA CO, de 10/06/2023. 
O valor orçado projeto, antes dessa revisão, é de R$ 20.323.106,38.
A DIRINFRA enviou a revisão do projeto por meio do Of Nº  454/DIRINFRA, de 01/07/2023.
O cliente enviou o TMP assinado por meio do Of nº  39/EIE/6773, de 06/07/23. 
O projeto revisado foi enviado para a DIRINFRA por meio do Of nº  493/DTINFRA CO, de 19/07/23.""
17/04/24 - (TEP) Projeto aprovado pela EY (Consrócio contratado pelo BNDES) via Of ASC/DEIMOB Nº 07/2024 de 05/04/2024. ",SIM,,DTEN,(51) 3462-1229,,,,,,Of. n° 1431/DTINFRA CO/11949,09/12/2022,Subprocesso SILOMS 615,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-2014,2023,2014,07/08/2023 16:59:53,PRC,PlanINFRA,MANAUS,AM,,VII COMAR,COMPREP,BAMN,Recuperação dos pavimentos aeroportuários da BAMN,EMAER,Of 168/4SC2/15704,,,"R$ 32.307.766,25",SERINFRA-MN,9/16/2022,1/31/2023,100,"R$ 25.725.459,91",nº 72/DTEN MN/4008,4/28/2023,,,,PERMUTA,,,,,,,,,"R$ 25.725.459,91",,,,,,,,,,,,"Projeto encaminhado para a DIRINFRA, no aguardo de revisão. Subprocesso 435.
Realizada análise pela Cap Rafaela (DIRINFRA), sendo realizadas por este Destacamento as correções sugeridas pela Diretoria.
Projeto revisado, entregue em 28/04/23.
Projeto em revisão do BNDS. 21/06/23.
17/04/2024 - Projeto em revisão após apontamentos feitos pela EY (Consrócio contratado pelo BNDES) via Of ASC/DEIMOB Nº 07/2024 de 05/04/2024. ",SIM,,,,Elo 3,,,,,Of. n° 162/DTEN MN/11702,02/12/2022,Of. n° 162/DTEN MN/11702,,,,,,,,,,31/01/2023,Of. n° 118/DIR/3750,10/06/2024,,,,,,,,,,,,,,,
